2.6883,9.1694
-11.294,4.3109
1.5938,-6.5384
-2.168,1.7131
17.892,13.847
-6.7494,15.175
3.627,-0.31527
3.5737,-1.0248
-0.62072,7.4485
7.0452,7.086
3.3575,-6.0374
3.5862,8.1512
2.4445,5.1735
3.6344,-1.5172
1.4694,-3.9364
4.442,-5.7354
-5.3444,-4.0475
-14.721,7.1919
1.626,-3.7746
6.8515,-8.5576
-0.51121,-1.2072
1.596,1.5643
-4.3244,-0.15026
-0.8244,3.1385
5.4663,5.5464
-4.3183,0.3868
-6.0706,-5.5675
-0.034247,7.6632
-3.8483,1.8569
-1.1279,5.5868
-5.4453,0.16279
2.7626,5.5031
7.7211,0.42966
-7.458,-3.7115
-5.3079,11.752
-3.078,3.7404
-0.96209,4.4431
-3.8242,-7.0113
-7.1119,2.441
-0.88688,-0.98027
7.0966,1.4579
0.98906,7.9385
-4.0223,3.4831
4.1754,-1.2186
1.0784,-5.8292
-5.7398,0.52437
3.6113,12.927
-3.3345,0.93666
-0.41247,-9.6651
-2.1948,-8.9734
4.2019,-4.4402
0.50046,-2.7226
1.5176,-3.0016
2.4498,3.6968
8.5594,-0.97062
-10.692,-4.1979
6.773,-5.3608
4.8048,0.62025
7.1835,-9.8045
-0.98849,-6.0392
14.54,4.1261
6.8949,-5.2909
-2.3431,-1.3623
5.4921,-1.3894
3.5077,-10.259
-1.7692,-4.1179
-7.8853,2.5399
1.4099,0.1674
-6.6684,5.6375
1.7509,-1.4953
0.11445,-1.31
-8.7511,-1.4283
-4.1568,-4.896
-5.782,-2.6678
-10.013,4.8211
2.6003,-0.10014
-0.17386,-3.9908
5.0934,-0.66609
-3.5727,6.7569
-1.1239,-2.9451
-1.4688,-4.2396
-5.6006,12.63
8.2775,1.5377
-6.2856,-4.3273
-0.88267,3.9571
-6.66,-11.649
-7.2455,1.6676
1.9568,2.2584
-0.65142,0.91845
-2.3808,4.3101
-6.8085,2.2751
-4.2435,-1.6744
2.7639,5.1955
-5.5882,6.3033
3.3007,-0.33933
-0.97611,-1.088
-1.5155,0.11523
0.25645,4.1303
7.6349,2.3346
-1.0486,3.126
0.91614,-5.1488
4.7461,1.5353
0.67587,2.5762
1.307,-4.7074
-0.81169,-0.73027
-2.6601,8.4105
-4.3786,-2.4191
-3.56,-5.8711
-0.9612,-1.3704
7.6504,-1.2451
-5.3211,8.0173
6.1734,-1.1481
-7.5308,-2.2231
-0.77971,1.3803
-1.3058,2.2171
1.9595,-6.2534
-4.7398,-3.7055
-2.5391,-1.6029
0.062345,-15.146
-2.2851,6.2122
-5.3335,4.6686
1.7516,-0.14503
0.91226,-7.8253
-0.4227,8.0197
0.49174,0.20687
-3.6708,-0.15407
1.1617,2.1319
-1.864,-1.1823
10.118,-11.292
11.147,1.6878
5.0003,-8.3208
-2.9502,-1.3903
2.1136,-8.351
2.3582,-6.0642
0.33095,3.2618
1.6353,5.4132
5.0304,-3.2545
1.2853,-4.7219
-6.6089,4.6241
0.00024925,-0.27459
4.5556,2.9729
1.751,6.2513
4.6489,1.1988
-3.4518,-3.2578
5.9605,-8.0592
-0.12231,-9.7442
5.1025,4.3086
0.0058104,-0.35419
-12.431,2.9059
-10.962,-11.596
0.39967,-4.7424
2.0575,3.3849
4.2887,-3.4558
2.2469,0.50317
4.1303,2.6808
4.4894,-0.65969
-0.73601,5.0389
-10.618,-2.5229
-6.353,-1.9129
3.2434,4.1286
-5.0747,-2.3553
0.68512,-1.4593
1.5091,1.9997
-4.6498,-0.88415
-10.66,5.7268
-3.1455,-6.0192
-1.2697,-7.1432
-0.10429,-2.8033
10.889,5.6923
-12.484,2.2066
-6.9907,-1.2753
0.82202,3.7387
-1.3652,7.8815
-2.4047,1.6376
3.3237,0.42594
4.4048,1.6161
-3.9207,-9.0269
9.293,-3.0227
0.5168,2.8158
0.56798,-4.5236
-2.3386,-0.62445
7.3948,-4.3041
3.9233,1.5431
-1.1693,-5.2849
-1.4207,-0.43345
-7.347,0.96091
-4.1115,-0.4712
1.6811,-4.5233
-1.4413,1.7503
-9.1793,5.1799
12.122,4.797
-1.5789,2.1431
-5.1799,9.3893
4.7035,3.9367
-4.3794,1.5997
-2.7915,-1.5571
-2.85,-5.1287
-4.5437,-1.0495
-8.4943,3.038
-0.58899,3.4958
1.3482,2.4714
-7.4156,-5.1013
-2.235,0.54829
5.6437,-1.4498
6.3078,2.3771
5.8706,0.63474
-3.2841,-7.407
0.77744,4.0928
-1.4629,-2.7039
-1.5432,-5.483
-2.465,-0.9037
0.22921,-0.31892
3.0567,0.54659
9.0701,1.5601
9.0225,-3.6156
2.6327,-1.3013
3.0007,2.9697
-10.93,-6.6352
-7.2051,2.0092
7.351,-1.6341
4.0616,2.7277
-5.2582,1.9873
-3.7595,7.5813
-0.16283,8.18
-2.1253,2.9472
-0.31396,-10.11
-4.9107,3.0626
-0.27443,-5.5937
-3.1319,1.2476
-4.9651,4.8748
-3.2035,9.0443
-5.3993,0.99595
-7.6051,-3.6182
-2.9663,2.0067
4.7107,1.5024
-1.8654,4.0774
3.9944,0.60103
2.8562,2.064
-4.9348,3.7978
-3.286,-3.0196
0.88473,-1.5375
-0.6591,2.9768
5.2342,-0.98979
1.6384,-1.1915
1.148,2.2
-3.0843,1.3742
3.0055,0.46154
8.6492,-3.0428
-3.6853,-8.7494
4.5524,4.3354
-0.39946,4.4924
0.91852,1.454
0.56472,2.1998
0.50831,13.937
-5.8333,-9.2715
-5.7034,-5.4667
-2.168,-0.84235
-1.0927,2.7067
1.9463,3.7561
8.8913,6.1153
-6.4163,-11.645
4.5097,-9.1782
0.33378,0.1774
11.136,-0.34607
-2.5366,1.179
1.229,0.35023
-3.0429,-6.113
1.5825,-6.7143
-5.1609,6.6561
-2.0945,-0.70161
4.4991,-1.5006
5.1468,-1.7253
5.064,3.1467
-1.0651,-4.3285
-5.2155,-1.3503
-2.1907,-2.0434
4.9177,-1.4885
5.7184,-2.6581
4.8628,-2.6113
0.88289,4.8537
-2.0699,-2.1914
10.017,4.755
-2.16,3.2447
-1.8004,3.5294
7.0792,-8.0226
5.1443,7.2898
0.23736,8.7313
0.77694,-6.1856
-10.967,-1.667
3.5677,1.587
2.0681,-2.8854
0.72001,-8.1933
-3.8004,-4.094
2.5986,-0.0708
-5.7776,-0.047625
-3.4491,-3.3335
4.3207,0.5671
1.9918,4.4198
0.90129,2.7543
3.4148,5.853
2.3793,7.0612
0.11304,-0.23935
8.5067,-2.5486
-0.014275,4.5993
0.74904,7.0247
5.1706,1.4579
-3.8885,2.8335
-6.9131,1.2224
4.0422,1.0652
4.3984,10.194
4.6197,1.3346
3.2083,2.1274
-6.5736,-2.0821
6.1234,-0.21792
2.9121,-5.0325
0.32258,3.0015
-6.8076,1.738
-0.90922,-4.6977
-0.18767,-9.4815
-10.64,-5.8846
-4.9527,-5.8652
-8.6271,1.4411
-7.9709,0.55109
3.9353,-0.011134
0.46554,-1.8908
-7.4134,-0.21909
4.8041,8.6912
-2.151,-8.1366
0.83174,1.8813
-1.1348,-5.7446
10.122,-11.798
-2.5499,-6.6081
-3.1806,1.5893
0.69024,-3.5537
3.885,3.112
3.2369,-2.1282
5.2429,3.3035
12.544,5.3173
5.7846,0.26489
-6.4419,-1.8561
-3.789,-2.8198
2.7757,-2.7839
-4.4756,-2.0466
-0.80443,2.0467
-4.7632,1.5866
0.3901,6.6219
-1.0659,-0.67239
-5.8568,-6.9263
1.5525,-1.2474
2.5187,-4.4633
9.5426,0.61115
5.2352,-1.1346
-0.81251,3.4503
2.7788,-5.6013
-7.6635,-5.4893
-7.0789,0.29785
-2.0563,-1.8401
-6.8048,3.8978
2.1971,-0.44811
5.1059,-4.3699
2.0735,1.7422
1.7463,-3.6462
1.6342,-2.5744
-4.4822,-6.0163
5.1891,-4.2297
-0.86457,-6.0433
-1.4856,-16.16
-5.4348,-7.1322
-5.0723,-1.0663
-1.6267,9.722
-2.8589,-1.2502
-7.8466,-2.3869
-6.6899,0.1515
4.2654,2.0213
-3.5031,-8.1527
7.3001,10.25
