0.41171,-1.0097,-1.1426
1.7658,-0.78518,0.34717
-0.99646,-0.606,0.62713
-1.6514,1.1549,-0.73059
-0.068429,1.5113,-0.15547
0.054928,0.63917,-1.5055
0.44816,0.36413,0.46004
-1.4415,-0.17154,-0.50494
0.37236,-0.14832,1.0434
1.2881,1.3364,-0.90039
1.8453,0.25838,1.6927
-0.38054,-0.082967,-0.48263
1.0776,0.61917,1.4708
0.31136,0.42633,0.38904
-0.36046,1.099,0.85191
0.65587,0.61944,-0.027555
0.66188,-0.75878,-0.68703
-0.41035,0.090148,-0.15476
-0.58672,-0.48218,0.37029
1.1212,0.15404,0.98036
1.5251,2.3013,-0.36936
-0.15732,1.0712,-0.26489
1.3402,2.5182,-0.14046
-0.89834,-0.30555,0.6877
0.3502,-0.022762,0.11184
2.2271,0.80179,0.9527
1.2631,-0.33991,0.56867
-0.63544,0.1646,0.75535
0.77881,0.75534,-1.3013
0.28967,0.23613,-0.7098
0.77151,0.59598,1.1107
-0.54024,-0.96467,-1.6463
0.098371,1.6775,-0.10026
1.0086,1.0896,-0.39063
-0.20872,0.019669,-0.13292
0.1144,0.15885,-0.63966
0.72459,1.6806,-0.25246
1.6126,-1.6316,-0.8041
-0.18745,-1.7763,-0.70422
-0.53478,-1.5666,2.4152
-0.0324,-0.039438,-0.44265
-0.94142,-1.1466,-0.3491
0.63763,0.44216,-0.195
-2.054,-1.598,-1.1254
0.020454,-0.59121,-1.2125
-0.39508,-0.50076,-0.20296
-0.6309,-0.77727,-0.51727
0.0064471,-0.88296,1.3189
-0.32219,-0.26597,-0.56241
-0.80702,-0.31937,-0.08737
-1.1027,-2.105,2.6055
-0.0059677,2.6619,2.437
-2.0602,-0.90079,-0.55431
-0.73461,0.021184,2.5108
-1.2127,-1.6465,0.14415
-0.38172,0.58675,1.3602
0.34914,0.24092,-0.76182
1.3344,0.55764,-0.13874
0.87133,-3.1252,0.87894
1.039,0.67458,-0.71658
1.3647,0.14612,1.4675
-1.5128,-1.2431,0.60755
1.4228,-0.28162,-0.10941
1.0742,-0.13264,0.288
-1.2744,0.67072,-0.10104
0.18655,0.20244,-1.3518
0.94759,-0.81499,0.80281
-0.3932,0.20192,1.2314
-0.25899,-3.0218,-0.377
-0.059699,0.90486,-0.41731
0.094991,-0.87684,0.54694
0.58511,0.71505,-0.93153
-1.5931,2.5387,0.99568
-0.26834,-0.25278,-0.73866
0.81809,-1.517,-0.35951
0.15801,-0.75349,1.5354
-1.931,-0.21398,-1.7157
-1.944,1.9239,0.48823
2.4527,1.2327,0.11714
-0.73396,0.57787,-1.1593
-0.67197,1.249,0.14685
-0.38497,0.93083,0.6973
2.0556,-1.3667,-0.45072
-2.1003,0.082437,-0.14137
0.24092,-0.2896,0.48479
1.6714,0.55946,-1.959
0.73547,0.45592,1.2296
0.21064,-0.34283,0.74368
-0.73167,1.0892,-0.87964
-1.0161,-1.7672,0.46012
-0.26635,-1.2952,0.39041
-0.60929,-0.53636,-0.74413
-1.0127,-0.66885,-0.81578
-0.11598,-1.0588,-0.26827
0.51208,0.40686,-0.46705
0.36826,-1.6187,-0.10507
-0.91428,-0.045937,-0.25651
1.9309,-0.76846,1.1017
-0.86972,1.505,1.0104
1.6517,-3.7019,-0.093915
-1.3558,-0.12823,0.73289
-0.41659,-0.53964,-0.57173
-0.7329,0.50703,0.29885
-0.69908,-2.5679,-0.52316
-0.49881,-0.40566,0.12571
-2.4513,1.7401,0.083877
0.056774,-0.85373,1.4315
0.10159,2.109,0.64334
-0.76435,0.60669,-0.58492
-0.62462,1.146,0.49559
0.98159,0.73778,-0.10823
0.22046,0.80777,-0.97812
0.2747,0.35022,-1.3827
1.1617,-0.79416,-0.28824
0.69129,1.7259,-0.032179
0.33479,-1.8109,-2.1666
0.97564,1.3804,-0.64304
-0.80816,-0.2053,-0.10843
-1.2217,1.965,0.68613
1.5374,2.033,1.4221
-1.1976,1.088,-0.51658
0.8719,-0.018777,-0.60421
-0.056843,0.24141,-0.58673
-0.1514,0.86259,0.79696
0.4287,-0.5437,-0.49697
0.68185,-1.1881,-0.017903
0.64585,0.22241,-0.28428
-2.2355,1.0027,0.30664
0.44035,-0.46086,0.84109
2.2145,0.1101,1.0633
-0.8042,-0.41842,0.10366
0.69341,0.3143,-0.629
-0.091648,-0.35484,-1.3025
0.97062,-0.24823,0.74498
1.4989,-0.44305,1.3971
1.4733,1.2345,0.22576
0.49288,0.43444,-0.070585
-0.6179,-0.93,1.4076
-0.18921,1.9936,1.3902
0.18659,-0.35588,1.0341
0.54119,0.023009,1.5023
-1.4719,0.52613,-2.7055
-1.2267,-0.3683,0.98639
-1.0914,1.6049,0.79759
-0.99717,0.84668,0.38729
1.1332,0.38682,-0.051395
-0.59157,0.028377,0.11256
-0.8486,1.0831,-0.19983
1.7759,-0.60137,2.0276
-1.9334,-0.62836,-0.13885
2.7093,1.195,0.44122
-0.63896,0.44973,-0.73476
1.9398,1.3348,0.45156
-0.80336,-1.134,-1.359
0.078939,1.342,0.75614
0.54136,-0.38408,-0.15148
-0.37167,0.15291,-0.47297
0.47579,0.93244,0.87765
1.3283,-0.45588,0.070951
-1.4232,1.0404,0.70779
-0.18832,0.81103,0.084096
-0.72062,-1.0393,0.52183
0.53588,0.80211,0.82037
1.2159,0.28377,0.94339
-1.7458,0.32434,0.24862
-0.045223,-1.8503,-1.4729
-0.94593,1.0983,0.81598
-0.68676,-2.2873,-1.0028
-1.3358,-0.58328,1.4293
-1.4735,0.16454,-0.5218
0.61851,2.4746,-0.76959
-0.73936,-0.76978,0.51204
0.66099,0.54971,-1.1157
1.0981,0.31345,0.57567
-0.74004,0.17494,-0.76741
-0.26094,0.81794,-0.13569
-0.64751,0.76425,0.69284
0.44919,1.5,0.30567
-0.69509,-0.17406,-1.5145
-1.961,0.5777,-0.90085
-0.030187,0.78725,0.23705
0.98507,0.65631,-1.2473
0.14842,0.51994,-0.27393
1.7274,-0.44691,-0.45705
-0.49872,1.5967,-0.10018
2.3867,0.51808,0.89757
0.091554,0.00096107,-0.45747
1.3295,0.89251,-1.1585
-0.92784,0.49292,-0.10898
-1.503,0.96732,-0.69734
0.77133,0.13911,-0.19756
-0.11496,-2.0314,1.4289
-1.3447,-0.38407,0.50644
-0.037463,1.0877,0.21333
-1.7987,-0.58027,-0.5788
-0.77761,-0.023329,-0.5756
0.42106,0.70715,0.4437
-0.18558,0.096579,0.21618
0.55068,-0.72055,0.93712
0.36363,-0.013154,1.1812
0.082324,-0.84579,-0.24114
-1.0617,-0.05743,1.4572
-0.56703,0.83448,-1.0583
0.17147,-1.0825,-1.9342
0.49738,1.1369,0.65346
0.2817,0.83207,-1.8544
-0.81855,1.3527,0.23638
0.39948,0.45812,-0.43568
0.21141,-1.7738,2.0941
0.9139,-0.035527,-0.41255
1.3251,-0.1573,-0.67372
0.67606,0.40182,-0.82597
-0.42497,-0.19229,-0.21059
-0.44546,0.35305,-0.92187
-0.52212,0.38814,0.63683
-0.16937,1.2675,-0.025452
1.0414,0.40738,-0.58687
0.54197,0.85757,-0.53182
1.0003,1.0642,-0.4874
-0.34551,-0.80808,0.67368
2.6018,-0.53576,0.54824
-0.26316,1.3063,-0.34569
0.68182,0.49643,-0.29293
0.19669,-0.25427,0.11127
0.022876,0.59559,-0.40806
0.013245,-0.56804,1.702
0.2774,0.78502,0.38901
-0.74188,0.12099,0.82881
0.22096,-1.2669,0.76409
0.5848,-2.4457,-0.40442
-0.11862,-1.3314,-0.02877
0.91363,-0.64691,0.71876
0.65691,-0.5224,-0.4008
0.72486,-0.47586,0.74462
1.9169,-1.245,-0.24038
0.74162,1.3209,0.83449
-0.73398,-0.87543,0.46197
1.0411,-0.19044,-2.9004
0.0019981,0.85523,1.0037
-0.37614,0.36641,-0.21652
0.96374,0.41432,-0.10417
0.89999,-0.33188,-0.86343
-0.55243,1.1982,0.7856
1.8958,-0.92189,-0.73462
0.52777,-0.60143,-0.69254
1.1585,-1.2006,1.0812
-1.1833,-0.42371,0.81595
2.0729,-1.6938,1.2095
0.64463,0.33835,-1.0155
0.86923,-1.6281,-1.2062
0.12055,0.022489,0.32813
-0.90945,0.38241,-1.2622
-0.54691,-0.33237,0.55404
-0.99466,-0.096077,-0.74712
-0.75566,1.3763,-1.2973
0.13734,1.0894,0.52686
0.0013098,1.5468,-1.2023
0.67605,0.35208,0.39447
0.88521,-0.55744,-0.21683
-0.38525,-1.5988,-1.3156
0.3378,-0.22159,-1.2463
-0.16042,-1.3381,-0.59257
0.25184,-0.19626,-0.95662
1.069,0.0010183,0.050891
0.58169,1.425,1.1527
0.00058299,-0.68914,-1.9555
-0.69449,0.031591,0.85231
0.52721,0.072831,1.5411
-0.075985,1.2395,0.25803
-0.16146,-1.2693,-0.34955
0.35513,-0.15059,1.3045
-0.27635,0.85516,-0.5688
0.16731,-0.033838,0.12268
-1.5793,0.22934,0.16754
0.35025,-1.6792,-0.85213
1.1581,-0.95986,2.6935
-0.87846,-0.31424,-1.6447
-0.19655,1.646,0.78257
-0.38851,-0.84176,-0.16329
0.20753,0.10159,0.42974
-1.8541,-0.46496,0.095185
0.6001,0.92401,0.107
0.23572,-0.35283,1.7532
1.2366,1.5441,1.0601
-0.0037373,-0.57735,-0.74468
-1.9089,0.00013567,-0.51154
0.93619,-1.5897,-0.27437
1.0768,0.736,-0.34044
-1.4335,0.92261,0.0073448
-0.79517,-0.07221,-0.039785
2.1022,0.34533,0.72475
-0.12503,-1.2137,-0.64862
-0.36009,1.0627,0.97244
-0.32837,-1.3238,0.5414
0.33346,1.0527,-1.6871
0.73738,-1.6205,0.80069
-0.97348,0.057306,-0.043737
0.017255,0.83061,0.97267
-1.0896,-0.46193,-0.44672
0.33541,-1.5412,-0.051411
0.62973,-0.3303,-0.11946
1.3933,1.3108,0.071263
1.0254,0.11105,0.18178
-0.17522,0.5732,-1.2558
-0.64358,0.95591,-0.0055641
0.026864,0.6947,-0.046153
0.87355,-0.34663,0.33411
-0.93481,0.44422,-0.11135
1.3389,1.6149,-0.89943
-0.20291,1.1809,-0.54175
-1.9814,-1.2237,-1.3389
-1.5369,0.94306,-0.36662
0.15391,-0.266,0.23277
-0.28882,0.42765,1.6395
0.47493,0.42812,-0.18591
-0.83311,1.9982,0.51015
1.3816,0.057097,0.0556
1.1948,-0.14467,0.68576
1.7291,1.0881,-0.18132
-0.9983,0.10322,-0.7896
-1.7122,0.44387,0.08113
-0.13744,0.77568,-0.37778
0.27355,0.69007,2.7284
0.47883,0.36874,0.29534
0.083228,-0.41397,-0.87034
0.5417,0.013784,-0.73728
-0.14217,-1.1294,-0.21699
-0.31988,-0.32743,0.14438
-2.747,0.65512,0.23838
-0.78346,0.06253,-0.55614
0.17605,-1.1741,1.0586
1.8275,-0.86275,-0.33877
0.35985,-0.36017,-0.26648
1.2951,0.15809,-0.46465
0.88357,0.67622,0.069376
-0.57943,1.8767,0.82283
1.2235,-0.56405,1.0519
1.1419,2.0019,0.19963
0.076467,0.40347,0.36297
1.2923,0.40547,0.69483
0.14957,1.0516,0.39275
0.20972,-0.0079375,0.97287
-0.66272,0.93879,0.4397
-0.52296,1.7091,-0.019778
0.13983,0.42637,1.0148
1.3686,1.1768,-0.52754
-0.41802,0.25595,0.3124
-0.0091204,-0.57606,-0.89194
-0.89463,0.32813,-0.0038327
-0.29148,0.020162,-1.4118
-0.045829,2.4922,-1.7729
0.725,0.79197,-1.2713
-0.40839,0.7212,-0.18246
-0.70048,-1.6522,-0.14863
-0.58433,-1.6645,-0.38419
1.5074,-0.021344,0.80309
-0.79466,1.0303,-3.7154
-0.94746,-2.7912,0.45421
-0.4926,0.28161,-0.29597
-0.94075,0.72177,-0.42223
-1.553,0.81402,0.089093
-0.33749,0.16247,0.84142
0.27214,0.017882,-0.49321
